id,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O
16901,dd, ssss-sss-sss-sss,dddddd, ddss,d, sssssss-sss-ssssss, ssss-ssssssssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
16902,dd, sssssss,dddddd, ss-ssss,d, ssssssss, sssssssss-ssssss, sss-ss-ssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
16903,dd, sssssss-sss,dddddd, sssssssss,dd, sssssss-sss-ssssss, sss-ssssssss, sssssss, sssss, ssss,dddd,d,dd, ssssss-ssssss, >dds
16904,dd, sssssss,dddddd, ddss,d, sssssssss, sssssss-ss-ssssss, sss-sssss, sssss, ssssss,d,d,dd, ssssss-ssssss, <=dds
16905,dd, sssssss,dddddd, ss-ssss,d, sssssss-sss-ssssss, ssssssss-ssssssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
16906,dd, sssssss,dddddd, sssss-ssss,dd, sssssss-sss-ssssss, ssss-sssssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, >dds
16907,dd, ?,dddddd, ssss-sssssss,dd, sssss-sssssss, ?, sss-ss-ssssss, sssss, ssssss,d,d,dd, ssssss-ssssss, <=dds
16908,dd, sssssss-sss,dddddd, sssssssss,dd, sssssss-sss-ssssss, ssss-ssssssssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, >dds
16909,dd, ssss-sss-sss-sss,dddddd, sssssss,dd, sssssss-sss-ssssss, ssss-ssssssssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, >dds
16910,dd, ssss-sss-sss,dddddd, sssssssss,dd, sssssss-sss-ssssss, ssss-sssssssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, >dds
16911,dd, sssssss,dddddd, ss-ssss,d, sssss-sssssss, sssss-sssssss, sss-ss-ssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
16912,dd, sssssss,dddddd, ssss-sssssss,dd, sssss-sssssss, sssssss-ss-ssssss, sss-sssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
16913,dd, sssssss,dddddd, ssss-sssssss,dd, sssssss-sss-ssssss, sssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
16914,dd, sssssss-sss,dddddd, sssssssss,dd, sssssss-sss-ssssss, ssss-sssssssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, >dds
16915,dd, sssss-sss,ddddd, sssssssss,dd, sssssss-sss-ssssss, ssss-sssssssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
16916,dd, sssssss,ddddd, ss-ssss,d, sssssss, sssss-sssssss, sss-ss-ssssss, sssss, ssssss,d,d,dd, ssssss-ssssss, <=dds
16917,dd, sssssss,dddddd, ss-ssss,d, sssss-sssssss, ssssssss-ssssssss, sss-sssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
16918,dd, sssssss,dddddd, sssssss,dd, sssssss-sss-ssssss, ssss-ssssssssss, sssssss, sssss, ssss,d,d,dd, sssssss, >dds
16919,dd, sssssss,dddddd, sssssssss,dd, sssssss-sss-ssssss, ssss-ssssssssss, ssss, sssss, ssssss,d,d,dd, ssssss-ssssss, >dds
16920,dd, sssssss,dddddd, sssssssss,dd, sssssss-sss-ssssss, ssss-ssssssssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, >dds
16921,dd, ssss-sss-sss-sss,dddddd, dss,d, sssssss-sss-ssssss, sssss-ssssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
16922,dd, sssssss,dddddd, sssssssss,dd, sssssss-sss-ssssss, ssss-sssssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, >dds
16923,dd, sssssss,dddddd, sssss-sss,dd, sssssss-sss-ssssss, sssss-sssssss, sssssss, sssss-sss-ssssssss, ssss,dddd,d,dd, sssss, >dds
16924,dd, ssss-sss-sss-sss,dddddd, sssssssss,dd, sssssss-sss-ssssss, sssss-ssssss, sssssss, sssss-sss-ssssssss, ssss,ddddd,d,dd, sssss, >dds
16925,dd, sssssss,dddddd, ssss-sssssss,dd, sssssss-sss-ssssss, ssss-ssssssssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
16926,dd, sssssss,dddddd, ssss-sssssss,dd, ssssssss, sss-ssssssss, sssssssss, sssss, ssssss,d,d,dd, ssssss-ssssss, <=dds
16927,dd, sssssss,ddddd, ss-ssss,d, sssss-sssssss, ssssssss-ssssssss, sssss-ssssssss, sssss, ssssss,d,d,dd, ssssss-ssssss, <=dds
16928,dd, sssssss,dddddd, sssssssss,dd, sssss-sssssss, ssss-ssssssssss, sss-sssss, sssss, ssssss,d,d,dd, ssssss-ssssss, <=dds
16929,dd, sssssss,dddddd, ss-ssss,d, sssssss-sss-ssssss, sssss-ssssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
16930,dd, sssssss,dddddd, ssss-sssssss,dd, sssssss-sss-ssssss, sssssssss-ssssss, sssssss, sssss, ssss,dddd,d,dd, ssssss-ssssss, >dds
16931,dd, sssssss,dddddd, ssss-sssssss,dd, sssssss-sss-ssssss, ssss-sssssssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
16932,dd, sssssss,dddddd, ddss,d, sssss-sssssss, ssssssss-ssssssss, sss-ss-ssssss, sssss, ssss,d,d,dd, sssssssss-ssssssss, <=dds
16933,dd, sssssss,dddddd, ss-ssss,d, sssssss-sss-ssssss, sssss-sssssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
16934,dd, ssss-sss-sss-sss,dddddd, sssss-ssss,dd, ssssssss, sssss-ssssss, sss-sssss, ssss-ssssss-ssssss, ssss,d,d,dd, ssssss-ssssss, <=dds
16935,dd, sssssss,ddddd, ddss,d, sssss-sssssss, sssssss-ss-ssssss, sss-sssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
16936,dd, sssssss,dddddd, sssssssss,dd, sssssss-sss-ssssss, sssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, >dds
16937,dd, sssssss,dddddd, ssss-sssssss,dd, sssss-sssssss, ssssssss-ssssssss, sss-sssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
16938,dd, sssss-sss,dddddd, sssssssss,dd, sssssss-sss-ssssss, ssss-sssssssss, sssssss, sssss, ssss,dddd,d,dd, ssssss-ssssss, >dds
16939,dd, sssssss,dddddd, ssss-sssssss,dd, sssss-sssssss, sssss, sss-sssss, sssss, ssss,d,d,d, ssssss-ssssss, <=dds
16940,dd, sssssss,dddddd, ddss,d, sssss-sssssss, sssss-sssssss, sss-ss-ssssss, sssss, ssssss,d,d,dd, ssssss-ssssss, <=dds
16941,dd, sssssss,dddddd, sssssssss,dd, sssss-sssssss, ssss-ssssssssss, sss-ss-ssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
16942,dd, sssssss,dddddd, dss,d, sssssss-sss-ssssss, sssssss-ss-ssssss, sssssss, sssss, ssss,dddd,d,dd, ssssss-ssssss, <=dds
16943,dd, sssssss,dddddd, ssss-sssssss,dd, sssss-sssssss, sssss-ssssss, sss-ss-ssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
16944,dd, sssssss,dddddd, sssss-ssss,dd, sssssss-sss-ssssss, ssss-sssssssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, >dds
16945,dd, sssssss,ddddd, sssss-sss,dd, sssssss-sss-ssssss, ssss-sssssssss, ssss, sssss, ssssss,dddd,d,dd, ssssss-ssssss, >dds
16946,dd, sssssss,dddddd, sssssssss,dd, sssssss-sss-ssssss, ssss-ssssssssss, sssssss, sssss, ssss,ddddd,d,dd, ssssss-ssssss, >dds
16947,dd, sssssss,ddddd, ssss-sssssss,dd, sssssss-sss-ssssss, sssssssss-ssssss, sssssss, sssss, ssss,dddd,d,dd, ssssss-ssssss, <=dds
16948,dd, sssssss,ddddd, sssssssss,dd, sssss-sssssss, ssss-sssssssss, sss-ss-ssssss, sssss, ssssss,dddd,d,dd, ssssss-ssssss, <=dds
16949,dd, sssssss,ddddd, ss-ssss,d, sssss-sssssss, sssss, sss-sssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
16950,dd, sssssss,dddddd, ss-ssss,d, ssssssss, sss-ssssssss, sss-ss-ssssss, sssss, ssssss,d,d,dd, ssssss-ssssss, <=dds
16951,dd, sssssss,dddddd, ss-ssss,d, sssssss-sss-ssssss, sssssss-ss-ssssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
16952,dd, sssssss,dddddd, ss-ssss,d, sssss-sssssss, sss-ssssssss, sss-sssss, sssss, ssssss,d,d,dd, ssssss-ssssss, <=dds
16953,dd, sssssss,dddddd, sssss-ssss,dd, sssssss-sss-ssssss, sssss, sssssss, sssss, ssss,dddd,d,dd, ssssss-ssssss, >dds
16954,dd, sssss-sss,ddddd, ssss-sssssss,dd, sssssss-sss-ssssss, sssssssss-ssssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
16955,dd, sssssss,dddddd, ss-ssss,d, sssss-sssssss, sss-ssssssss, sssssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
16956,dd, sssssss,ddddd, sssss-ssss,dd, ssssssss, sss-ssssssss, sss-ss-ssssss, sssss, ssssss,d,d,dd, ssssss-ssssss, <=dds
16957,dd, sssssss,dddddd, dss-dss,d, sssssssss, ssssssss-ssssssss, sssssssss, sssss, ssss,d,d,dd, ssssssss, <=dds
16958,dd, sssssss,dddddd, ssss-sssssss,dd, ssssssss, sssss-ssssss, sss-ss-ssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
16959,dd, sssssss,dddddd, dss,d, sssssss-sss-ssssss, sssss-ssssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
16960,dd, sssssss,ddddd, ssss-sssssss,dd, sssssss-sss-ssssss, ssss-ssssssssss, sssssss, sssss, ssss,d,dddd,dd, ssssss-ssssss, >dds
16961,dd, sssssss,dddddd, sssssssss,dd, sssssss-sss-ssssss, ssss-ssssssssss, sssssss, sssss, ssss,dddd,d,dd, ssssss-ssssss, >dds
16962,dd, sssssss,dddddd, sssssss,dd, sssssss-sss-ssssss, ssss-ssssssssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
16963,dd, sssssss,ddddd, sssssssss,dd, sssssss-sss-ssssss, ssssssss-ssssssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
16964,dd, sssss-sss,dddddd, sssssss,dd, sssssss-sss-ssssss, ssss-sssssssss, ssss, sssss, ssssss,d,d,dd, ssssss-ssssss, >dds
16965,dd, sssssss,dddddd, ssss-sssssss,dd, sssssss-sss-ssssss, sssssssss-ssssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, >dds
16966,dd, ?,ddddd, dss-dss,d, sssssss-sss-ssssss, ?, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
16967,dd, sssssss,dddddd, ssss-sssssss,dd, sssssss-ssssss-ssssss, sssssss-sssssss, sss-sssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
16968,dd, sssssss,dddddd, dss-dss,d, sssssss-sss-ssssss, sssssssss-ssssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
16969,dd, sssssss,dddddd, sssss-ssss,dd, sssss-sssssss, ssss-sssssss, sss-ss-ssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
16970,dd, sssssss,ddddd, sssssssss,dd, sssssss-sss-ssssss, ssss-ssssssssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, >dds
16971,dd, ssss-sss-sss-sss,dddddd, sssssssss,dd, sssssss-sss-ssssss, ssss-ssssssssss, sssssss, sssss, ssss,d,d,d, ssssss-ssssss, >dds
16972,dd, sssss-sss,dddddd, ss-ssss,d, sssssssss, sss-ssssssss, sssssssss, sssss, ssssss,d,d,dd, ssssss-ssssss, <=dds
16973,dd, sssssss,dddddd, sssss-ssss,dd, sssssss-sss-ssssss, sssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
16974,dd, sssssss,dddddd, ss-ssss,d, sssssss-sss-ssssss, sssss-ssssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, >dds
16975,dd, sssssss,dddddd, ss-ssss,d, sssss-sssssss, sssss-sssssss, sss-ss-ssssss, sssss, ssss,d,d,dd, ?, <=dds
16976,dd, sssssss,dddddd, sssssssss,dd, sssss-sssssss, sss-ssssssss, sss-sssss, sssss, ssssss,d,d,dd, ssssss-ssssss, <=dds
16977,dd, sssssss,dddddd, dss,d, sssssss-sss-ssssss, sssssss-ss-ssssss, ssss, sssss, ssssss,d,d,dd, ssssss-ssssss, <=dds
16978,dd, ?,dddddd, ddss,d, sssssss-sss-ssssss, ?, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
16979,dd, sssssss,ddddd, sssssss,dd, sssssss-sss-ssssss, sssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, >dds
16980,dd, ssss-sss-sss-sss,ddddd, dss-dss,d, sssssss-sss-ssssss, sssssss-sssssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
16981,dd, sssssss,dddddd, dss,d, sssssss, sssss, sssssssss, sssss, ssssss,d,d,dd, ssssss-ssssss, <=dds
16982,dd, sssssss,dddddd, ddss,d, sssssss-sss-ssssss, sssss-ssssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
16983,dd, sssssss,dddddd, ss-ssss,d, sssss-sssssss, sssss-ssssss, sss-ss-ssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
16984,dd, ?,dddddd, ss-ssss,d, sssssss-ss-ssssss, ?, ssss, sssss, ssssss,dddd,d,dd, ssssss-ssssss, <=dds
16985,dd, sssssss,dddddd, ddss,d, sssssss-ssssss-ssssss, sssss-ssssss, sss-ss-ssssss, sssss, ssss,d,d,dd, ssssss, <=dds
16986,dd, sssssss,dddddd, dss,d, sssss-sssssss, sssss-ssssss, sss-ss-ssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
16987,dd, sssssss,dddddd, sssssssss,dd, ssssssss, sssss, sss-ss-ssssss, sssss, ssss,ddddd,d,dd, ssssss-ssssss, >dds
16988,dd, sssssss,dddddd, ss-ssss,d, sssss-sssssss, ssss-ssssssssss, sss-sssss, sssss, ssssss,d,d,dd, ssssss-ssssss, <=dds
16989,dd, sssssss,dddddd, sssssss,dd, sssssss-sss-ssssss, ssss-sssssssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, >dds
16990,dd, sssssss,ddddd, sssss-sss,dd, sssss-sssssss, sssss-ssssss, sss-ss-ssssss, sssss, ssss,d,d,dd, sssssss, <=dds
16991,dd, sssss-sss,dddddd, sssssssss,dd, sssssss-sss-ssssss, ssss-sssssssss, ssss, sssss, ssssss,d,d,dd, ssssss-ssssss, >dds
16992,dd, sssssss,dddddd, dss-dss,d, sssssss-sss-ssssss, sssss-ssssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
16993,dd, sssssss,dddddd, ss-ssss,d, sssssss, sss-ssssssss, sss-ss-ssssss, sssss, ssssss,d,d,dd, ssssss-ssssss, <=dds
16994,dd, sssssss,dddddd, ddss,d, sssss-sssssss, sssss-sssssss, sss-sssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
16995,dd, sssssss,dddddd, sssss-sss,dd, sssssss-sss-ssssss, sssss-sssssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
16996,dd, sssssss,dddddd, ssss-sssssss,dd, sssss-sssssss, sssss-ssssss, sss-ss-ssssss, sssss, ssss,dddd,d,dd, ssssss-ssssss, <=dds
16997,dd, sssssss,dddddd, ssss-sssssss,dd, sssss-sssssss, sssss-sssssss, sss-sssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
16998,dd, ssss-sss-sss-sss,dddddd, sssssssss,dd, sssss-sssssss, ssss-sssssssss, sss-ss-ssssss, sssss, ssss,dddd,d,dd, ssssss-ssssss, >dds
16999,dd, sssssss,dddddd, ddss,d, sssss-sssssss, ssssssss-ssssssss, sss-sssss, sssss, ssss,d,d,dd, ssssssss, <=dds
17000,dd, sssssss,dddddd, sssssss,dd, sssssss-sss-ssssss, ssss-sssssssss, sssssss, sssss, ssss,d,dddd,dd, ssssss-ssssss, >dds
17001,dd, sssssss,dddddd, ssss-sssssss,dd, sssssss-sss-ssssss, sssss, sssssss, sssss, ssss,dddd,d,dd, ssssss-ssssss, >dds
17002,dd, sssssss,dddddd, sssssssss,dd, sssssss-sss-ssssss, sss-ssssssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, >dds
17003,dd, sssss-sss,dddddd, sssssssss,dd, sssssss-sss-ssssss, ssss-sssssssss, ssss, sssss, ssssss,d,d,dd, ssssss-ssssss, >dds
17004,dd, sssssss,dddddd, ss-ssss,d, sssssss-sss-ssssss, sssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
17005,dd, sssssss,dddddd, ddss,d, sssss-sssssss, sssssss-sssssss, sss-sssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
17006,dd, ssss-sss-sss,dddddd, ssss-sssssss,dd, sssssss-sss-ssssss, sssss, sssssss, sssss, ssss,d,d,d, ssssss-ssssss, <=dds
17007,dd, sssssss,dddddd, ssss-sssssss,dd, sssss-sssssss, sssss, sss-sssss, sssss, ssssss,dddd,d,dd, ssssss-ssssss, <=dds
17008,dd, sssss-sss,dddddd, ssss-sssssss,dd, sssss-sssssss, ssss-sssssssss, sss-sssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
17009,dd, sssssss,dddddd, ss-ssss,d, sssss-sssssss, sssss-sssssss, sss-ss-ssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
17010,dd, sssssss,ddddd, ss-ssss,d, sssss-sssssss, sssss-ssssss, sss-ss-ssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
17011,dd, sssssss,dddddd, ss-ssss,d, sssss-sssssss, sss-ssssssss, sss-sssss, sssss, ssssss,d,d,dd, ssssss-ssssss, <=dds
17012,dd, sssssss,dddddd, ddss,d, sssss-sssssss, sssss-sssssss, sss-sssss, sssss, ssssss,d,d,dd, ssssss-ssssss, <=dds
17013,dd, sssssss,dddddd, sssssssss,dd, sssssss-sss-ssssss, sssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, >dds
17014,dd, sssssss-sss,dddddd, ssss-sssssss,dd, sssssss-sss-ssssss, ssss-ssssssssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
17015,dd, ?,dddddd, sssssssss,dd, sssssssss, ?, sss-ss-ssssss, sssss, ssssss,ddd,d,d, ssssss-ssssss, <=dds
17016,dd, sssssss,dddddd, sssssss,dd, sssss-sssssss, ssss-ssssssssss, sss-ss-ssssss, sssss, ssssss,dddd,d,dd, ssssss-ssssss, <=dds
17017,dd, sssssss,dddddd, sssssssss,dd, sssssss-sss-ssssss, sssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, >dds
17018,dd, ssss-sss-sss,ddddd, sssssss,dd, sssssss-sss-ssssss, sssssss-sssssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, >dds
17019,dd, sssssss,dddddd, sssssssss,dd, sssss-sssssss, sss-ssssssss, sss-sssss, sssss, ssssss,d,d,dd, ssssss-ssssss, <=dds
17020,dd, sssssss,dddddd, ss-ssss,d, sssss-sssssss, ssssssss-ssssssss, sss-sssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
17021,dd, sssssss,dddddd, dss-dss,d, sssssss-sss-ssssss, sssss-sssssss, sssssss, sssss, ssss,d,d,dd, ?, <=dds
17022,dd, sssssss,dddddd, ssss-ssssss,dd, sssssss-sss-ssssss, ssss-ssssssssss, sssssss, sssss, ssss,ddddd,d,dd, ssssss-ssssss, >dds
17023,dd, sssssss,dddddd, sssssssss,dd, sssss-sssssss, ssss-sssssssss, sss-sssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
17024,dd, sssssss,dddddd, ssss-sssssss,dd, sssssss-sss-ssssss, sss-ssssssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, >dds
17025,dd, sssssss,dddddd, ss-ssss,d, sssss-sssssss, ssssssssss-ssss, sss-ss-ssssss, sssss-sss-ssssssss, ssss,d,d,dd, sssssssssss, <=dds
17026,dd, sssssss,dddddd, ss-ssss,d, ssssssss, sssss-ssssss, sss-sssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
17027,dd, ssss-sss-sss,dddddd, ss-ssss,d, sssssss, sssss, sss-ss-ssssss, sssss, ssss,d,d,dd, ssssss-ssssss, >dds
17028,dd, sssssss,dddddd, sssss-sss,dd, sssssss-sss-ssssss, ssss-sssssss, ssss, sssss, ssssss,d,dddd,dd, ssssss-ssssss, >dds
17029,dd, sssss-sss,dddddd, ssss-sssssss,dd, sssssssss, ssss-ssssssssss, sss-sssss, sssss, ssssss,d,d,dd, ssssss-ssssss, <=dds
17030,dd, ?,dddddd, ssss-sssssss,dd, sssss-sssssss, ?, sss-sssss, sssss, ssssss,d,d,dd, ssssss-ssssss, <=dds
17031,dd, sssssss,dddddd, ddss,d, sssssss-sss-ssssss, sssss-ssssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
17032,dd, sssssss-sss,ddddd, sssss-sss,dd, sssssss-sss-ssssss, ssss-sssssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
17033,dd, sssssss,ddddd, ssss-sssssss,dd, sssssss-sss-ssssss, sssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
17034,dd, sssssss,dddddd, dss,d, sssss-sssssss, sssssssss-ssssss, sss-sssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
17035,dd, sssssss,dddddd, sssss-ssss,dd, sssssssss, sssss-sssssss, sss-ss-ssssss, sssss, ssssss,d,d,dd, ssssss-ssssss, <=dds
17036,dd, sssssss,dddddd, ss-ssss,d, sssssss-sss-ssssss, ssss-sssssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
17037,dd, sssssss,dddddd, ss-ssss,d, sssss-sssssss, sssss-ssssss, sss-ss-ssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
17038,dd, sssssss,dddddd, sssss-sss,dd, sssss-sssssss, sss-ssssssss, sss-ss-ssssss, sssss, ssssss,d,d,dd, ssssss-ssssss, <=dds
17039,dd, ?,dddddd, ssss-sssssss,dd, sssss-sssssss, ?, sssss-ssssssss, sssss, ssss,ddddd,d,dd, ssssss-ssssss, <=dds
17040,dd, sssssss,dddddd, ss-ssss,d, sssssss-sss-ssssss, sssss-ssssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
17041,dd, sssss-sss,dddddd, ss-ssss,d, sssss-sssssss, sssss-sssssss, sss-sssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
17042,dd, sssssss,dddddd, sssssssss,dd, sssssss-sss-ssssss, sssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, >dds
17043,dd, sssssss,ddddd, ssss-sssssss,dd, ssssssss, ssss-sssssssss, sss-ss-ssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
17044,dd, sssssss,dddddd, ddss,d, sssssss-ssssss-ssssss, ssssssss-ssssssss, sssssssss, sssss, ssssss,d,d,dd, ssssss-ssssss, <=dds
17045,dd, sssss-sss,dddddd, ssss-sssssss,dd, sssssss-sss-ssssss, sssssssss-ssssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
17046,dd, sssss-sss,dddddd, ssss-sssssss,dd, ssssssss, ssss-ssssssssss, sss-ss-ssssss, sssss, ssssss,d,d,dd, ssssss-ssssss, <=dds
17047,dd, sssssss,dddddd, ddss,d, sssssss-sss-ssssss, sssssss-ss-ssssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
17048,dd, sssssss-sss,ddddd, sssssssss,dd, sssssss-sss-ssssss, ssss-ssssssssss, ssss, sssss, ssssss,d,d,dd, ssssss-ssssss, <=dds
17049,dd, sssssss,dddddd, ss-ssss,d, sssssss-sss-ssssss, sssss-ssssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, >dds
17050,dd, ssss-sss-sss-sss,dddddd, ss-ssss,d, sssssss-sss-ssssss, ssss-ssssssssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
17051,dd, ssss-sss-sss,dddddd, ssss-sssssss,dd, sssssss-sss-ssssss, sssss, sssssss, sssss, ssss,d,dddd,dd, ssssss-ssssss, >dds
17052,dd, sssssss,dddddd, sssssss,dd, ssssssss, ssss-ssssssssss, sssssssss, sssss, ssss,dddd,d,dd, ssssss-ssssss, >dds
17053,dd, sssssss,dddddd, sssssss,dd, sssssss-sss-ssssss, ssss-sssssssss, sssssss, sssss, ssss,dddd,d,dd, ssssss-ssssss, >dds
17054,dd, ssss-sss-sss-sss,dddddd, ss-ssss,d, sssss-sssssss, ssss-ssssssssss, sss-ss-ssssss, sssss, ssss,d,dddd,dd, ssssss-ssssss, >dds
17055,dd, sssssss,dddddd, ssss-sssssss,dd, sssssss-sss-ssssss, ssss-sssssssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
17056,dd, ssss-sss-sss-sss,ddddd, ddss,d, sssssss-sss-ssssss, sssss-sssssss, ssss, sssss, ssssss,d,d,dd, ssssss-ssssss, <=dds
17057,dd, sssssss,dddddd, ddss,d, sssssss, sssss-sssssss, sssssssss, sssss, ssssss,d,d,dd, ssssss-ssssss, <=dds
17058,dd, sssssss,dddddd, sssss-ssss,dd, sssss-sssssss, ssss-ssssssssss, sss-ss-ssssss, sssss, ssss,d,d,dd, ssssss-ssssss, >dds
17059,dd, ssss-sss-sss-sss,ddddd, ssss-sssssss,dd, sssssss-sss-ssssss, ssss-ssssssssss, sssssss, ssss-ssssss-ssssss, ssss,d,d,dd, ssssss-ssssss, <=dds
17060,dd, sssssss,dddddd, dss,d, sssssss-sss-ssssss, ssssssss-ssssssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
17061,dd, sssssss,dddddd, sssss-sss,dd, sssss-sssssss, ssss-sssssss, sss-ss-ssssss, sssss, ssssss,dddd,d,dd, ssssss-ssssss, <=dds
17062,dd, sssssss,dddddd, sssssssss,dd, sssss-sssssss, ssss-ssssssssss, sss-sssss, sssss, ssssss,d,d,dd, ssssss-ssssss, <=dds
17063,dd, sssssss,dddddd, ss-ssss,d, sssssss-sss-ssssss, sssss-ssssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, >dds
17064,dd, sssssss,dddddd, ssss-sssssss,dd, sssss-sssssss, sssss, sss-sssss, sssss, ssssss,d,d,dd, ssssss-ssssss, <=dds
17065,dd, sssssss,dddddd, ss-ssss,d, sssss-sssssss, sssss-sssssss, sss-sssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
17066,dd, sssssss,dddddd, ss-ssss,d, sssssss-sss-ssssss, sssssss-ss-ssssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
17067,dd, sssssss,dddddd, ss-ssss,d, sssssss-sss-ssssss, sss-ssssssss, ssss, sssss, ssssss,dddd,d,dd, ssssss-ssssss, <=dds
17068,dd, sssssss,ddddd, ss-ssss,d, sssssss-sss-ssssss, sssss-ssssss, sssssss, sssss, ssss,d,d,dd, ssssss-ssssss, <=dds
